Student Name,Gender,Attendance,Feedback,Study Hours,Data Science Marks
Student1265,F,100,I appreciate the guest lectures by industry professionals in the Data Science course.?,15,74
Student1266,M,77,Too much theory?,13,61
Student1267,F,70,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",1,4
Student1268,M,77,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ,",5,29
Student1269,M,88,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,4,22
Student1270,F,86,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. :",6,35
Student1271,M,78,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,11,50
Student1272,F,96,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.:",15,79
Student1273,M,82,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.?,11,53
Student1274,F,91,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further:,5,20
Student1275,F,84,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.:",5,24
Student1276,M,96,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.;,3,11
Student1277,M,82,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. :",10,46
Student1278,F,96,"I wish there were more interactive sessions in the Data Science course.,",15,76
Student1279,M,77,Enjoyed the lectures!,2,8
Student1280,F,96,The Data Science course content is comprehensive and well-structured.!,7,31
Student1281,F,99,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",10,55
Student1282,M,95,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",15,72
Student1283,F,81,The Data Science course content is comprehensive and well-structured.;,12,57
Student1284,F,80,"The Data Science course content is comprehensive and well-structured.,",8,36
Student1285,M,89,"I find the Data Science course material engaging and relevant.,",5,26
Student1286,F,82,I am enjoying learning about Data Science and its applications.?,9,40
Student1287,F,85,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",1,8
Student1288,F,71,"Too much theory,",13,64
Student1289,M,75,Too much theory!,3,13
Student1290,M,85,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. !,8,37
Student1291,M,87,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.?,5,22
Student1292,M,86,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.,",2,7
Student1293,F,84,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further:,10,45
Student1294,F,76,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,9,41
Student1295,F,83,The instructor explanations in Data Science lectures are clear and easy to understand.;,13,70
Student1296,F,76,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,1,6
